id,state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
9078,Meghalaya,17,West Garo Hills,278,,,Magalpara Crc,Dadenggre,170102073,794003,,DADENGGRE PURI GOVT. HIGHER SECONDARY SCHOOL,17010207312,Upper Pri. Secondary and Higher Sec,Co. Educational,Department of Education,1982,90.184806,25.71425,Operational,Rural,6,12,State Board,State Board,0,7,6,24,0,0,0,0,0,0,68,59,86,82,75,61,99,530,530
9079,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Dadenggre,170102073,794003,,LITTLE FLOWER SEC. SCHOOL,17010207313,Secondary Only,Co. Educational,Private Unaided (Recognized),2013,90.190056,25.724333,Operational,Rural,9,12,State Board,State Board,0,6,4,4,0,0,0,0,0,0,0,0,0,58,48,52,0,158,158
9080,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Dadenggre,170102073,794003,,BATHEL ENGLISH SCHOOL,17010207314,Primary,Co. Educational,Private Unaided (Recognized),2015,90.18317,25.71689,Operational,Rural,1,5,,,0,5,5,8,33,24,29,31,19,32,0,0,0,0,0,0,0,135,168
9081,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Songadinggre,170102074,794003,,SONGADINGGRE GOVT. LPS,17010207401,Primary,Co. Educational,Department of Education,1988,90.089722,25.471667,Operational,Rural,1,5,,,0,2,1,2,0,14,8,10,2,5,0,0,0,0,0,0,0,39,39
9082,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Bolchugre,170102075,794003,,BOLCHUGRE LPS,17010207501,Primary,Co. Educational,Government Aided,1995,90.611111,25.391944,Operational,Rural,1,5,,,0,1,0,1,8,4,2,2,4,0,0,0,0,0,0,0,0,12,20
9083,Meghalaya,17,West Garo Hills,278,,,Saka Boldakgre Crc,Dadeng-Balading,170102076,794104,,DADENG BALADING LPS,17010207601,Primary,Co. Educational,Department of Education,1998,90.536667,25.586389,Operational,Rural,1,5,,,0,3,0,2,0,10,7,1,1,1,0,0,0,0,0,0,0,20,20
9084,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Sathegre,170102077,794003,,SATHEGRE LPS,17010207701,Primary,Co. Educational,Department of Education,1968,90.202944,25.699472,Operational,Rural,1,5,,,0,3,3,2,22,8,9,4,8,5,0,0,0,0,0,0,0,34,56
9085,Meghalaya,17,West Garo Hills,278,,,Sadolpara Crc,Darigre,170102078,794003,,DARIGRE LPS,17010207801,Primary,Co. Educational,Government Aided,1998,90.130833,25.728056,Operational,Rural,1,5,,,0,1,0,1,0,25,7,5,0,0,0,0,0,0,0,0,0,37,37
9086,Meghalaya,17,West Garo Hills,278,,,Ajigre Crc,Chibong Apal,170102079,794003,,CHIBONG APAL LPS,17010207901,Primary,Co. Educational,Department of Education,1999,90.202917,25.699389,Operational,Rural,1,5,,,0,3,0,2,0,15,3,2,3,3,0,0,0,0,0,0,0,26,26
9087,Meghalaya,17,West Garo Hills,278,,,Sadolpara Crc,Aminggokgre,170102080,794003,,AMINGGOKGRE LPS,17010208001,Primary,Co. Educational,Government Aided,1995,90.153333,25.937778,Operational,Rural,1,5,,,0,1,0,1,0,2,4,3,8,1,0,0,0,0,0,0,0,18,18
9088,Meghalaya,17,West Garo Hills,278,,,Debragre Crc,Chambalgre,170102082,794109,,CHAMBALGRE SSA LPS,17010208201,Primary,Co. Educational,Department of Education,2004,90.982778,25.224444,Operational,Rural,1,5,,,0,2,0,2,0,8,9,9,7,12,0,0,0,0,0,0,0,45,45
9089,Meghalaya,17,West Garo Hills,278,,,Saka Boldakgre Crc,Dilsi Darekgre,170102083,794003,,DILSI DAREKGRE SSA LPS,17010208301,Primary,Co. Educational,Department of Education,2004,90.635,25.670556,Operational,Rural,1,5,,,0,2,0,2,12,8,8,13,2,9,0,0,0,0,0,0,0,40,52
9090,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Tesanggre,170102084,794104,,TESANGGRE SSA LPS,17010208401,Primary,Co. Educational,Department of Education,2009,90.164056,25.84925,Operational,Rural,1,5,,,0,2,0,2,40,23,19,8,13,6,0,0,0,0,0,0,0,69,109
9091,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Matchakolgre,170102086,794104,,MATCHAKOLGRE SSA LPS,17010208601,Primary,Co. Educational,Department of Education,2010,90.470833,25.301667,Operational,Rural,1,5,,,0,2,1,2,13,10,5,6,8,3,0,0,0,0,0,0,0,32,45
9092,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Tujonggre,170102087,794104,,TUJONGGRE SSA LPS,17010208701,Primary,Co. Educational,Department of Education,2008,90.604722,25.261667,Operational,Rural,1,5,,,0,3,3,2,8,12,10,9,4,1,0,0,0,0,0,0,0,36,44
9093,Meghalaya,17,West Garo Hills,278,,,Magalpara Crc,Gambarigre,170102089,794003,,GAMBARIGRE LP SCHOOL,17010208901,Primary,Co. Educational,Private Unaided (Recognized),1980,90.12186,25.70533,Operational,Rural,1,5,,,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,6,13
9094,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Sotmarenggre,170102091,794104,,SOTMARENGGRE LPS,17010209101,Primary,Co. Educational,Department of Education,1954,90.690833,25.701667,Operational,Rural,1,5,,,0,3,0,2,4,4,4,3,0,0,0,0,0,0,0,0,0,11,15
9095,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Sotmarenggre,170102091,794104,,SOTMARENGGRE UPS,17010209102,Upper Primary only,Co. Educational,Government Aided,1989,90.018333,25.7,Operational,Rural,6,8,,,0,3,0,6,0,0,0,0,0,0,12,21,9,0,0,0,0,42,42
9096,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Rongchandalgre,170102093,794104,,RONGCHANDALGRE LPS,17010209301,Primary,Co. Educational,Department of Education,1959,90.061944,25.335278,Operational,Rural,1,5,,,0,3,0,3,0,5,2,8,2,4,0,0,0,0,0,0,0,21,21
9097,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Rongchandalgre,170102093,794104,,RONGCHANDALGRE UPS,17010209302,Upper Primary only,Co. Educational,Department of Education,2005,90.045278,25.320278,Operational,Rural,6,8,,,0,3,3,4,0,0,0,0,0,0,8,13,8,0,0,0,0,29,29
9098,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Chigitchakgre,170102098,794104,,CHIGITCHAKGRE GOVT. LPS,17010209801,Primary,Co. Educational,Department of Education,1967,90.731389,25.643889,Operational,Rural,1,5,,,0,3,0,2,0,11,8,17,9,8,0,0,0,0,0,0,0,53,53
9099,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Chigitchakgre,170102098,794003,,CHIGITCHAKGRE UPS,17010209802,Upper Primary only,Co. Educational,Government Aided,1984,90.743056,25.653889,Operational,Rural,6,8,,,0,6,0,6,0,0,0,0,0,0,19,18,15,0,0,0,0,52,52
9100,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Chigitchakgre,170102098,794104,,EVERGREEN SHG SCHOOL,17010209803,Primary,Co. Educational,Private Unaided (Recognized),2006,90.708056,25.778889,Operational,Rural,1,5,,,0,5,5,3,0,21,20,12,6,2,0,0,0,0,0,0,0,61,61
9101,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Rom-Sangsilgre,170102099,794104,,ROM-SANGSILGRE LPS,17010209901,Primary,Co. Educational,Department of Education,1999,90.116889,25.749028,Operational,Rural,1,5,,,0,2,0,2,0,7,11,9,7,8,0,0,0,0,0,0,0,42,42
9102,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Rom-Sangsilgre,170102099,794003,,ROM SANGSILGRE GETISONS UPS,17010209902,Upper Primary only,Co. Educational,Department of Education,2010,90.6,25.500556,Operational,Rural,6,8,,,0,3,0,4,0,0,0,0,0,0,14,4,4,0,0,0,0,22,22
9103,Meghalaya,17,West Garo Hills,278,,,Debragre Crc,Cheran Songmagre,170102105,794104,,CHERAN SONGMAGRE LPS,17010210501,Primary,Co. Educational,Department of Education,1979,90.017778,25.737222,Operational,Rural,1,5,,,0,2,0,2,0,9,13,2,4,0,0,0,0,0,0,0,0,28,28
9104,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Cheran Songmagre,170102105,794104,,CHERAN SONGMAGRE UPS,17010210502,Upper Primary only,Co. Educational,Department of Education,2006,90.177778,25.633889,Operational,Rural,6,8,,,0,3,0,3,0,0,0,0,0,0,14,5,4,0,0,0,0,23,23
9105,Meghalaya,17,West Garo Hills,278,,,Egopara Crc,Cheran Songmagre,170102105,794104,,MOTHER ENGLISH SCHOOL,17010210503,Primary,Co. Educational,Private Unaided (Recognized),2012,90.20822,25.84019,Operational,Rural,1,5,,,0,1,1,2,0,7,8,7,4,0,0,0,0,0,0,0,0,26,26
9106,Meghalaya,17,West Garo Hills,278,,,Sotmarenggre Crc,Dodanggre,170102107,794109,,DODANGGRE LPS,17010210701,Primary,Co. Educational,Department of Education,1965,90.350556,25.783889,Operational,Rural,1,5,,,0,1,1,1,0,16,24,10,7,4,0,0,0,0,0,0,0,61,61
9107,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Rabonggre,170102108,794104,,RABONGGRE NON-GOVT. LPS,17010210801,Primary,Co. Educational,Government Aided,1979,90.09689,25.76911,Operational,Rural,1,5,,,0,2,0,2,0,29,6,3,2,0,0,0,0,0,0,0,0,40,40
9108,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Rabonggre,170102108,794104,,RABONGGRE RISING SUN UPS,17010210803,Upper Primary only,Co. Educational,Department of Education,2010,90.080667,25.766222,Operational,Rural,6,8,,,0,3,0,3,0,0,0,0,0,0,18,18,0,0,0,0,0,36,36
9109,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Rabonggre,170102108,794104,,RABONGGRE RISING SUN LPS,17010210804,Primary,Co. Educational,Private Unaided (Recognized),2015,90.080556,25.766417,Operational,Rural,1,5,,,0,2,0,2,0,20,22,11,9,0,0,0,0,0,0,0,0,62,62
9110,Meghalaya,17,West Garo Hills,278,,,Chigitchakgre Crc,Jejanggre,170102109,794104,,JENGJANGGRE NON GOVT LPS,17010210901,Primary,Co. Educational,Government Aided,1992,90.236667,25.396944,Operational,Rural,1,5,,,0,2,0,1,7,5,3,4,4,9,0,0,0,0,0,0,0,25,32
9111,Meghalaya,17,West Garo Hills,278,,,Saka Boldakgre Crc,Saka Boldakgre,170102115,794003,,SAKA BOLDAKGRE SSA LPS,17010211501,Primary,Co. Educational,Department of Education,2002,90.48,25.334444,Operational,Rural,1,5,,,0,2,0,2,7,2,4,2,9,2,0,0,0,0,0,0,0,19,26
9112,Meghalaya,17,West Garo Hills,278,,,Saka Boldakgre Crc,Saka Boldakgre,170102115,794003,,SAKA BOLDAKGRE UPS,17010211502,Upper Primary only,Co. Educational,Department of Education,2006,90.475,25.294444,Operational,Rural,6,8,,,0,1,0,4,0,0,0,0,0,0,8,2,1,0,0,0,0,11,11
5079,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Mawthei,170502001,793103,,MAWTHEI GOVT. L. P. SCHOOL,17050200101,Primary,Co. Educational,Department of Education,1970,92.5878,25.4415,Operational,Rural,1,5,,,0,4,0,3,29,9,10,13,5,3,0,0,0,0,0,0,0,40,69
5080,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Mawthei,170502001,793103,,MAWTHEI LUMKYNJOIN L.P. SCHOOL,17050200102,Primary,Co. Educational,Private Unaided (Recognized),2010,91.5705,25.443,Operational,Rural,1,5,,,0,3,0,3,13,9,12,5,5,5,0,0,0,0,0,0,0,36,49
5081,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Mawthei,170502001,793116,,MAWTHEI U.P. SCHOOL,17050200103,Upper Primary only,Co. Educational,Department of Education,2012,91.5759,25.436,Operational,Rural,6,8,,,0,8,5,7,0,0,0,0,0,0,12,8,5,0,0,0,0,25,25
5082,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Mawthei,170502001,793116,,MAWTHEI LPS,17050200104,Primary,Co. Educational,Private Unaided (Recognized),2014,91.5802,25.4403,Operational,Rural,1,5,,,0,5,0,3,20,14,6,2,3,3,0,0,0,0,0,0,0,28,48
5083,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Laban Saro,170502002,793116,,L. P .SCHOOL LABAN SARO,17050200201,Primary,Co. Educational,Department of Education,1996,91.5846,25.4325,Operational,Rural,1,5,,,0,2,0,4,13,6,8,5,8,6,0,0,0,0,0,0,0,33,46
5084,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umktieh,170502003,793103,,UMKTIEH-UMSAWRIANG UPS,17050200301,Upper Primary only,Co. Educational,Government Aided,1992,92.183611,25.566111,Operational,Rural,6,8,,,0,3,0,4,0,0,0,0,0,0,32,25,15,0,0,0,0,72,72
5085,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umktieh,170502003,793103,,UMKTIEH-UMSAWRIANG PRES. LPS,17050200302,Primary,Co. Educational,Government Aided,1992,91.5978,25.4307,Operational,Rural,1,5,,,0,4,0,1,5,4,3,4,5,3,0,0,0,0,0,0,0,19,24
5086,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umktieh,170502003,793116,,UMSAWRIANG RCLP SCHOOL,17050200304,Primary,Co. Educational,Government Aided,1987,91.5978,25.4307,Operational,Rural,1,5,,,0,2,0,4,53,25,25,24,24,17,0,0,0,0,0,0,0,115,168
5087,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Syllei-U-Lar,170502004,793116,,SYLLEI-U-LAR LP SCHOOL,17050200401,Primary,Co. Educational,Department of Education,1991,91.59,25.4301,Operational,Rural,1,5,,,0,2,0,3,21,4,5,6,3,4,0,0,0,0,0,0,0,22,43
5088,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Bhoirymbong Crc,Pynthor,170502005,793116,,A.W. THOMAS MEMORIAL UP SCHOOL,17050200501,Upper Primary only,Co. Educational,Government Aided,1986,92.0179,25.4504,Operational,Rural,6,8,,,0,3,0,4,0,0,0,0,0,0,27,29,24,0,0,0,0,80,80
5089,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Bhoirymbong Crc,Pynthor,170502005,793116,,PYNTHOR BHOILASA GOVT. LP SCHL,17050200502,Primary,Co. Educational,Department of Education,1941,92.0143,25.4506,Operational,Rural,1,5,,,0,5,0,3,7,3,12,9,7,11,0,0,0,0,0,0,0,42,49
5090,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Bhoirymbong Crc,Pynthor,170502005,793116,,A.W. THOMAS MEMORIAL LP SCHOOL,17050200503,Primary,Co. Educational,Government Aided,1985,92.017,25.4504,Operational,Rural,1,5,,,0,6,1,6,30,28,22,14,19,13,0,0,0,0,0,0,0,96,126
5091,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Bhoirymbong Crc,Pynthor,170502005,793116,,MS A.W THOMAS MEMORIAL CHRISTIAN SEC SCHOOL,17050200504,Secondary Only,Co. Educational,Private Unaided (Recognized),2004,92.017,25.4504,Operational,Rural,9,10,State Board,,0,2,0,3,0,0,0,0,0,0,0,0,0,33,24,0,0,57,57
5092,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umden Mission,170502006,793116,,STEPUP LP SCHOOL,17050200601,Primary,Co. Educational,Department of Education,2004,91.5834,25.4135,Operational,Rural,1,5,,,0,1,0,5,56,17,21,19,18,19,0,0,0,0,0,0,0,94,150
5093,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umden Mission,170502006,793116,,STEPUP UP SCHOOL,17050200602,Upper Primary only,Co. Educational,Department of Education,2004,91.5182,25.4535,Operational,Rural,6,8,,,0,3,0,4,0,0,0,0,0,0,11,9,17,0,0,0,0,37,37
5094,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umden Mission,170502006,793116,,STEPUP SECONDARY SCHOOL,17050200603,Secondary Only,Co. Educational,Private Unaided (Recognized),2004,91.5182,25.4135,Operational,Rural,9,10,State Board,,0,2,0,4,0,0,0,0,0,0,0,0,0,9,15,0,0,24,24
5095,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umden Arka,170502007,793103,,UMDEN GOVT. LP,17050200701,Primary,Co. Educational,Department of Education,1984,92.0354,25.4151,Operational,Rural,1,5,,,0,2,0,3,38,12,29,29,37,25,0,0,0,0,0,0,0,132,170
5096,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umden Arka,170502007,793103,,UMDEN UMROI U.P SCHOOL,17050200702,Upper Primary only,Co. Educational,Department of Education,2004,91.5706,25.494,Operational,Rural,6,8,,,0,3,0,6,0,0,0,0,0,0,39,34,33,0,0,0,0,106,106
5097,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umden Arka,170502007,793103,,UMDEN UMROI SECONDARY SCHOOL,17050200703,Secondary Only,Co. Educational,Private Unaided (Recognized),2008,91.5835,25.4151,Operational,Rural,9,10,State Board,,0,1,0,3,0,0,0,0,0,0,0,0,0,32,34,0,0,66,66
5098,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umsaitprah,170502008,793103,,CHURCH OF CHRIST L.P.,17050200801,Primary,Co. Educational,Department of Education,1997,91.5998,25.4238,Operational,Rural,1,5,,,0,5,0,5,21,12,12,7,11,9,0,0,0,0,0,0,0,51,72
5099,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umsaitprah,170502008,793116,,UMDEN UMSAITPRAH RCLP SCHOOL,17050200802,Primary,Co. Educational,Department of Education,2004,91.5847,25.4155,Operational,Rural,1,5,,,0,4,0,3,37,17,16,15,14,10,0,0,0,0,0,0,0,72,109
5100,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Jaiaw Pdeng,170502009,793103,,UMROI PRES UP SCHOOL,17050200901,Upper Primary only,Co. Educational,Government Aided,1979,91.5873,25.5102,Operational,Rural,6,8,,,0,6,3,8,0,0,0,0,0,0,31,46,72,0,0,0,0,149,149
5101,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Jaiaw Pdeng,170502009,793116,,UMROI GOVT. PRIMARY,17050200902,Primary,Co. Educational,Department of Education,1900,91.5838,25.4322,Operational,Rural,1,5,,,0,3,4,3,14,17,11,4,9,8,0,0,0,0,0,0,0,49,63
5102,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongrah,170502010,793116,,HOLY FAMILY LP,17050201002,Primary,Co. Educational,Government Aided,1976,91.5805,25.4227,Operational,Rural,1,5,,,0,5,5,2,15,9,21,18,13,8,0,0,0,0,0,0,0,69,84
5103,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nongrah,170502010,793103,,NONGRAH GOVT. LP,17050201003,Primary,Co. Educational,Department of Education,1970,91.5907,25.4304,Operational,Rural,1,5,,,0,3,0,4,0,22,19,16,18,15,0,0,0,0,0,0,0,90,90
5104,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nongrah,170502010,793116,,FERRANDO LP SCHOOL,17050201004,Primary with Upper Primary,Co. Educational,Private Unaided (Recognized),1993,91.5938,25.4303,Operational,Rural,1,8,,,12,18,5,10,0,59,63,78,74,70,63,62,71,0,0,0,0,540,540
5105,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nongrah,170502010,793116,,FERRANDO SECONDARY SCHOOL,17050201005,Secondary Only,Co. Educational,Government Aided,1992,91.5938,25.4303,Operational,Rural,9,10,State Board,,0,18,5,8,0,0,0,0,0,0,0,0,0,79,61,0,0,140,140
5106,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nongrah,170502010,793116,,FERRANDO HIGHER SECONDARY SCHOOL,17050201006,Higher Secondary only/Jr. College,Co. Educational,Private Unaided (Recognized),1993,91.5938,25.4303,Operational,Rural,11,12,,State Board,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37
5107,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Bhoirymbong Crc,Mynsain,170502011,793116,,MYNSAIN PRES LPS,17050201101,Primary,Co. Educational,Government Aided,1972,92.0157,25.449,Operational,Rural,1,5,,,0,3,0,3,14,10,15,7,10,6,0,0,0,0,0,0,0,48,62
5108,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Mynsain,170502011,793103,,LUMSYNTUNG PRES LPS,17050201102,Primary,Co. Educational,Department of Education,1998,92.0103,25.4406,Operational,Rural,1,5,,,0,3,0,2,26,9,3,6,8,7,0,0,0,0,0,0,0,33,59
5109,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umktieh,170502012,793116,,ST. MARYS RCLP SCHOOL,17050201201,Primary,Co. Educational,Government Aided,1964,91.5109,25.4308,Operational,Rural,1,5,,,0,4,0,4,21,10,5,9,9,6,0,0,0,0,0,0,0,39,60
5110,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umktieh,170502012,793116,,LAWSETSNIANG L.P. SCHOOL,17050201202,Primary,Co. Educational,Department of Education,2007,92.002,25.4375,Operational,Rural,1,5,,,0,3,0,3,18,7,10,11,10,4,0,0,0,0,0,0,0,42,60
5111,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nonglum,170502013,793116,,MAWIONG NONGLUM LP,17050201301,Primary,Co. Educational,Government Aided,1993,92,25.4408,Operational,Rural,1,4,,,0,2,0,1,33,12,6,5,10,0,0,0,0,0,0,0,0,33,66
5112,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nonglum,170502013,793103,,NONGLUM GOVT. LP SCHOOL,17050201302,Primary,Co. Educational,Department of Education,1954,91.5908,25.4403,Operational,Rural,1,4,,,0,5,0,3,25,20,20,9,8,0,0,0,0,0,0,0,0,57,82
5113,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nonglum,170502013,793103,,NONGLUM U.P.SCHOOL,17050201303,Upper Primary only,Co. Educational,Department of Education,2004,91.5908,25.4403,Operational,Rural,6,8,,,0,3,0,6,0,0,0,0,0,0,27,14,12,0,0,0,0,53,53
5114,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Nonglum,170502013,793116,,UMSYNRANG UPPER PRIMARY SCHOOL,17050201305,Primary with Upper Primary,Co. Educational,Private Unaided (Recognized),2011,91.5947,25.4457,Operational,Rural,1,8,,,0,10,4,10,42,15,14,13,13,14,9,6,5,0,0,0,0,89,131
5115,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umtangling,170502014,793116,,UMTANGLING LP SCHOOL,17050201401,Primary,Co. Educational,Government Aided,1980,91.233056,25.454444,Operational,Rural,1,4,,,0,4,0,2,40,11,7,2,8,0,0,0,0,0,0,0,0,28,68
5116,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umtangling,170502014,793103,,NONGKYNDUN RCLP SCHOOL,17050201402,Primary,Co. Educational,Private Unaided (Recognized),2006,91.0111,25.7205,Operational,Rural,1,4,,,0,4,0,2,24,12,7,10,5,0,0,0,0,0,0,0,0,34,58
5117,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umroi Madan,170502015,793103,,UMROI MADAN  UP SCHOOL,17050201502,Upper Primary only,Co. Educational,Department of Education,2009,91.5833,25.4105,Operational,Rural,6,8,,,0,3,1,3,0,0,0,0,0,0,28,13,7,0,0,0,0,48,48
5118,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umroi Madan,170502015,793116,,UMROI MADAN LP SCHOOL,17050201503,Primary,Co. Educational,Private Unaided (Recognized),2009,91.5833,25.4105,Operational,Rural,1,5,,,0,3,0,1,29,9,8,7,18,8,0,0,0,0,0,0,0,50,79
5119,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Umroi Madan,170502015,793103,,UMROI PRESBYTERIAN HIGHER SECONDARY SCHOOL,17050201504,Secondary with Higher Secondary,Co. Educational,Government Aided,1985,91.5836,25.4301,Operational,Rural,9,12,State Board,State Board,0,7,9,13,0,0,0,0,0,0,0,0,0,78,84,64,41,267,267
5120,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umroi Crc,Umroi Madan,170502015,793103,,K.V. UMROI CANTT,17050201505,Pri. with Upper Pri. Sec. and H.Sec.,Co. Educational,Kendriya Vidyalaya,1988,91.51,25.43,Operational,Rural,1,12,CBSE,CBSE,1,14,12,21,0,22,39,30,42,45,39,41,37,37,38,19,13,402,402
5121,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,BETHANY LP & UPS,17050201901,Primary,Co. Educational,Government Aided,1972,91.9185,25.6864,Operational,Rural,1,5,,,0,2,0,6,43,27,36,22,25,28,0,0,0,0,0,0,0,138,181
5122,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,BETHANY UP SCHOOL,17050201903,Upper Primary only,Co. Educational,Government Aided,1972,91.9185,25.6864,Operational,Rural,6,8,,,0,1,0,7,0,0,0,0,0,0,16,17,19,0,0,0,0,52,52
5123,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,ST.PETER RCLP NONGSDER,17050201904,Primary,Co. Educational,Government Aided,1962,91.5581,25.4033,Operational,Rural,1,5,,,0,3,4,5,33,17,17,20,23,17,0,0,0,0,0,0,0,94,127
5124,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,GORKHA VIDHYA JYOTI PATHSALA,17050201907,Primary,Co. Educational,Private Unaided (Recognized),1999,91.5536,25.4046,Operational,Rural,1,5,,,0,4,1,6,52,6,11,12,10,0,0,0,0,0,0,0,0,39,91
5125,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,ARMY PUBLIC SCHOOL,17050201908,Primary with Upper Primary,Co. Educational,Private Unaided (Recognized),1999,91.5628,25.4104,Operational,Rural,1,8,,,4,11,23,14,0,29,28,33,24,21,18,14,7,0,0,0,0,174,174
5126,Meghalaya,17,Ri Bhoi,276,Bhoirymbong,7182,Umeit Crc,Nongsder,170502019,793103,,ST.PETER UP SCHOOL,17050201909,Upper Primary only,Co. Educational,Private Unaided (Recognized),2013,91.5581,25.4033,Operational,Rural,6,8,,,0,3,0,3,0,0,0,0,0,0,21,19,13,0,0,0,0,53,53
